experiment,experiment_label,dataset,output_method,metric,n_pairs,mean_delta,median_delta,std_delta,wins,ties,losses
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,CA-APSRG,precision,20,0.1336057014713626,0.12626098088002796,0.12992917834925946,19,0,1
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,CA-APSRG,recall,20,-0.4115663565309826,-0.39177323415079357,0.13831776849392455,0,0,20
a04_selective_hybrid_bfs,A04 - Selective fuzzy-Harris seeds with BFS,STARE,CA-APSRG,specificity,20,0.04429472495879638,0.03504484012000686,0.021529746835658087,20,0,0
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,APSRG,accuracy,28,0.012744478109061418,0.01158137303970641,0.009705210521163583,25,0,3
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,APSRG,balanced_accuracy,28,-0.2768973672714333,-0.2801890793663649,0.02460463331610369,0,0,28
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,APSRG,dice,28,-0.3891464004146958,-0.3904517496891886,0.07363749925912283,0,0,28
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,APSRG,f1_score,28,-0.3891464004146958,-0.3904517496891886,0.07363749925912283,0,0,28
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,APSRG,iou,28,-0.29021197475599514,-0.28847136872568957,0.05122524551870331,0,0,28
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,APSRG,precision,28,0.14064206701829846,0.15763821488440158,0.10196478852728767,25,0,3
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,APSRG,recall,28,-0.6128892753797398,-0.6193085502443552,0.051043157936430446,0,0,28
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,APSRG,specificity,28,0.05909454083687308,0.05941159924633099,0.005905630379760973,28,0,0
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,CA-APSRG,accuracy,28,0.009004577494160837,0.007875062562562596,0.010208608484744183,24,0,4
a05_selective_hybrid_edge_delayed,A05 - Selective fuzzy-Harris with edge-delayed growing,CHASEDB1,CA-APSRG,balanced_accuracy,28,-0.2779511641918703,-0.28105378464408515,0.02451291663365052,0,0,28
