comparison,left_experiment,right_experiment,dataset,output_method,metric,n_pairs,mean_delta,median_delta,std_delta,wins,ties,losses,wilcoxon_statistic,wilcoxon_p_value,bootstrap_mean_ci_low,bootstrap_mean_ci_high
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,specificity,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,specificity,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,specificity,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,f1_score,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,f1_score,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,f1_score,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,iou,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,iou,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,iou,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,balanced_accuracy,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,balanced_accuracy,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,balanced_accuracy,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,APSRG,dice,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,APSRG,dice,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,APSRG,dice,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,accuracy,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,accuracy,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,accuracy,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,precision,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,precision,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,precision,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,recall,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,recall,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,recall,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,specificity,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,specificity,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,specificity,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,f1_score,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,f1_score,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,f1_score,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,iou,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,iou,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,iou,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,balanced_accuracy,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,balanced_accuracy,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,balanced_accuracy,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,CHASEDB1,CA-APSRG,dice,28,0.0,0.0,0.0,0,28,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,DRIVE,CA-APSRG,dice,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
r04_local_or_region_to_r06_local_or_region_process_override,r04_local_or_region,r06_local_or_region_process_override,STARE,CA-APSRG,dice,20,0.0,0.0,0.0,0,20,0,0.0,1.0,0.0,0.0
